Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Middle income,16190910,16605590,17151980,18176150,19333300,20369220,21483460,22575930,23230770,23707730,25140880,26492230,27157120,27773550,28098720
North Macedonia,11820,11880,11260,12170,11950,12330,12370,12810,12600,11910,11750,12690,12120,11240,10820
Mali,22640,22340,22620,23410,25720,26680,27000,27940,29380,29620,31800,32760,33430,34620,35190
Malta,2410,2780,2620,2920,2920,2970,3050,3140,3080,2890,2990,2980,3160,2830,2840
Myanmar,73310,72870,73330,77680,80120,83320,86320,88700,87060,88090,90150,88990,92790,96110,101600
Middle East & North Africa (excluding high income),1200530,1251800,1292590,1329410,1402640,1501950,1571310,1631650,1681910,1752500,1781760,1778740,1829400,1842530,1872290
Montenegro,2500,2520,2520,2530,2380,4160,4220,4020,4490,3430,4180,4030,3790,3660,3560
Mongolia,30050,27510,25630,25410,25180,27880,30790,33490,33740,34720,32050,35710,39140,41590,44130
Northern Mariana Islands,,,,,,,,,,,,,,,
Mozambique,19650,21970,23920,24630,24260,26040,25090,26740,27980,25960,28230,27960,29190,30630,32470
Mauritania,9150,9260,9350,9530,9560,9710,10090,10340,9740,10530,11100,11220,11670,11670,12150
Mauritius,4300,4400,4420,4610,4640,4830,5260,5400,5510,5500,5780,5830,5990,6120,6330
Malawi,8760,8890,9510,10010,10330,10740,10830,11050,11410,11290,11670,12440,13120,13960,14900
Malaysia,166030,172150,183540,193010,208590,219100,226630,244160,258710,238640,259160,263030,265900,282940,296240
North America,7532910,7467870,7326440,7404800,7480880,7506900,7398430,7520400,7318170,6855460,7116780,6904190,6662950,6814090,6841350
Namibia,10810,10920,9550,10220,10720,11320,12670,12050,10600,13510,12920,17900,19490,12700,11970
New Caledonia,,,,,,,,,,,,,,,
Niger,20210,21080,21900,22830,23720,24650,25620,26860,28130,29510,29670,31290,33750,35580,37810
Nigeria,189750,202020,206590,214100,217970,234450,229740,227900,230830,212730,234930,253110,257540,271940,281650
Nicaragua,12780,13000,13480,14490,14120,14440,14730,14930,14790,14900,15250,16390,16760,16980,17870
Netherlands,207110,208170,207690,207650,209230,203580,198920,198800,196570,191320,202130,188890,187110,186690,179380
Norway,47280,47910,47390,49320,49830,48570,48990,49610,48130,47530,51870,50120,48980,48060,48310
Nepal,30330,30840,30440,31090,31420,32220,32270,32720,34020,35880,37220,39020,40940,41840,43860
Nauru,90,90,80,80,70,80,50,50,50,50,50,50,50,50,60
New Zealand,77190,79870,81420,83850,82490,83990,84250,82960,82990,80190,79980,79400,81670,81240,81740
OECD members,15885250,15866910,15727390,15867120,16035720,16023940,15995050,16178670,15825130,15011460,15481930,15328740,15121720,15102990,14916100
