Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
India,,47.84209824,,,,,50.82376099,,,,,59.27732086,,,
Not classified,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",,,70.40000153,,,76.80264282,77.24002075,,77.69471741,,,,78.4162674,79.75583649,79.83934784
Iraq,64.16950226,,,,,,,,,,,,69,63.40000153,74.59999847
Iceland,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,
Italy,,98.0421524,,,,,,,,,,98.57956696,,,
Jamaica,,,,,,,,,,,,,,,92.69999695
Jordan,,,,84.71392059,,87.0058136,,88.90331268,,,89.20774078,93.93345642,97.37200928,,
Japan,,,,,,,,,,,,,,,
Kazakhstan,,,,,,,,,,99.68428802,99.73899078,,,,
Kenya,77.89298248,,,,,,,66.86312103,,,,,,,74.00631714
Kyrgyz Republic,,,,,,,,,,98.9812088,,,,,
Cambodia,,,,,64.05098724,,,,69.58641052,69.10901642,,,,,71.78179932
Kiribati,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,
"Korea, Rep.",,,,,,,,,97.61865997,,,,,,
Kuwait,,,,,,91.04250336,90.82862854,91.50348663,91.77864838,,92.68093872,,94.96524811,94.30116272,
Latin America & Caribbean (excluding high income),87.81141663,87.82949829,88.0114975,88.86253357,88.8660965,89.41065979,89.27633667,89.95343781,90.23677063,90.63185883,90.80124664,91.39002228,91.71813202,91.81490326,92.29994202
Lao PDR,58.46070099,60.90251923,,,,63.22698975,,,,,,49.72307968,,,
Lebanon,,,,,,,,85.96778107,,88.08705902,,,,,
Liberia,,,,,,,,27.0349102,,,,,,,
Libya,,,,,77.80000305,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,
Latin America & Caribbean,88.20384216,88.22773743,88.40527344,89.20848846,89.21810913,89.73844147,89.62124634,90.33982086,90.58627319,90.95128632,91.08650208,91.64396667,91.96498108,92.03547668,92.50640869
Least developed countries: UN classification,42.57556915,43.56639862,43.68188858,44.62826157,45.79671097,45.84379959,44.93523026,45.30955887,47.09449005,47.76855087,48.44528961,48.80469894,49.74790955,51.27193069,52.13674164
Low income,41.51591873,42.39583969,41.97821045,42.65800858,43.96865082,43.52500153,41.61243057,43.24518967,43.71384048,44.21604919,44.91233826,47.30540848,47.87731171,48.91579819,49.4209404
Liechtenstein,,,,,,,,,,,,,,,
Sri Lanka,,89.13575745,,,,,89.09134674,,89.07347107,,89.9586792,,,,
Lower middle income,53.93597031,54.65869904,55.66410828,56.5859108,57.45948029,56.7774086,58.74449921,58.06467056,59.32442856,60.16817856,62.29360962,62.85654831,63.71516037,64.35520172,65.41397858
Low & middle income,70.89888,71.45519257,71.95980835,72.68437195,73.28315735,73.15302277,73.9280014,74.3053894,74.9159317,75.44508362,76.38950348,76.86344147,77.40663147,77.70111084,78.37230682
Lesotho,92.04644775,,,,,,,,,84.96395874,,,,,84.93489075
Late-demographic dividend,88.01776123,88.57067871,89.00375366,89.51638031,89.8685379,90.31098175,90.61953735,92.01503754,92.31871796,92.73825836,92.8221817,93.46853638,93.69628143,93.76911163,94.01696777
Lithuania,,99.64794159,,,,,,,,,,99.83323669,,,
Luxembourg,,,,,,,,,,,,,,,
Latvia,99.70973206,,,,,,,,,,,99.90792084,,,
"Macao SAR, China",,87.77497101,,,,,90.72358704,,,,,93.73191071,,,
St. Martin (French part),,,,,,,,,,,,,,,
Morocco,,,,,39.61956024,,,,42.58784866,43.92108154,,57.63999176,59.13063812,,53.31092072
Monaco,,,,,,,,,,,,,,,
Moldova,95.49230194,,,,,,,,,,,,,,99.14041901
Madagascar,65.27857208,,,,,54.75429916,,,,61.64141083,,,68.28330231,,
Maldives,,,,,,,98.42984772,,,,,,,,98.69167328
Middle East & North Africa,59.06328964,60.36212158,60.88233185,64.03885651,65.29309082,65.17256165,66.12442017,66.58010101,67.46466827,67.64243317,68.74935913,69.60183716,72.28000641,71.71695709,73.85565948
Mexico,88.68203735,,88.72863007,,89.63101959,90.21041107,89.8345108,91.35555267,91.45361328,92.11624908,91.85341644,92.33827972,93.17923737,92.90393829,93.59133911
Marshall Islands,,,,,,,,,,,,98.20298004,,,
Middle income,72.9957428,73.54628754,74.134552,74.88031006,75.44763184,75.36569214,76.36968231,76.68370819,77.33985901,77.90701294,78.90724945,79.26027679,79.83426666,80.10096741,80.82150269
North Macedonia,,,94.05606842,,,,,,,,,,,,96.69999695
Mali,,,,15.89999962,,,18.19091034,,,,20.28792953,18.90468979,,,
Malta,,,,,,93.50424957,,,,,,94.79003906,,,
Myanmar,86.41517639,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),57.14508057,58.49317932,58.88716888,62.19932938,63.44530869,63.22570038,64.14958191,64.52320099,65.35462952,65.42771149,66.54248047,66.81977081,69.75009155,68.98238373,71.33203125
Montenegro,,,,96.31887054,,,,,,,,97.50051117,,,
Mongolia,97.52880096,,,,,,,,,,98.33663177,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,
Mozambique,,,,33.19395828,,,,,,36.45227814,,,,,
Mauritania,43.4173584,,,,,,,35.34843063,,,,,,56.59244156,
Mauritius,80.50003052,,,,,,,,,,,86.65807343,88.97934723,89.05094147,90.28331757
Malawi,,,,,,,,,,,51.25196838,,,,55.13098907
Malaysia,85.35421753,,,,,,,,,,90.74768066,,,,
North America,,,,,,,,,,,,,,,
Namibia,,83.54032135,,,,,,78.35098267,,,,87.95105743,,,
New Caledonia,,,,,,,,,,,,,,,97.5
Niger,,9.399350166,,,,15.08413982,,,,,,,22.55129051,,
Nigeria,,,,43.32204819,,,64.25449371,,41.38676071,,,,,,
Nicaragua,,76.60166168,,,,77.91603851,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,
Nepal,,34.88676071,,,,,,,,,,48.83758926,,,
Nauru,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,
OECD members,,,,,,,,,,,,,,,
Oman,,,,73.53170776,,,,,80.87226105,,81.80323029,,,,88.92669678
Other small states,75.614151,76.146492,77.01255798,77.79268646,78.20870972,78.82103729,78.58818054,77.81278992,78.90509033,78.16020966,78.34996033,79.04676819,79.4908905,79.96360779,80.40381622
Pakistan,,,,,,35.36751938,39.61323166,38.45775986,40.08118057,40.31462097,41.01552963,41.97539139,43.07189178,41.97494125,44.28342056
Panama,91.24717712,,,,,,,,,,93.48526001,,,,
Peru,,,,,82.06262207,82.45436859,83.45487213,84.6468811,,,,,90.66883087,,90.4491806
Philippines,92.65490723,,,93.56452942,,,,,95.82563019,,,,,96.78736115,
Palau,,,,,,,,,,,,,,99.52793884,
Papua New Guinea,50.91773987,,,,,,,,,,57.90000153,,,,
Poland,,,,,,,,,98.25198364,,,,,,
Pre-demographic dividend,43.82820892,44.8613205,45.62268829,46.40525055,47.12762833,46.75831985,49.53311157,44.74985886,45.01213074,44.14670181,44.99073029,47.12781906,49.74198151,50.4681015,51.79330063
Puerto Rico,,,,,,,,,,,92.53015137,,,,
"Korea, Dem. People's Rep.",,,,,,,,,99.997612,,,,,,
Portugal,,,,,,,,,,,,92.86077118,,,
Paraguay,,,,,,,,93.45326996,92.49443054,93.14401245,92.9257431,,93.58785248,94.46626282,94.21479797
West Bank and Gaza,,,,,88.76574707,,89.75801086,90.34676361,90.75170135,91.4814682,91.84744263,92.24562073,93.21846008,93.77192688,94.09632874
Pacific island small states,86.37767792,86.59182739,86.80251312,86.98519135,87.17733002,87.33361816,87.46537781,87.65232086,87.85191345,88.04888916,88.25434113,88.40162659,88.52690887,88.64386749,88.71575165
Post-demographic dividend,,,,,,,,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,
Qatar,,,,,86.71118164,,,90.43611908,89.13771057,90.15306854,91.89582062,90.24652863,90.8117218,91.72962952,92.45240021
Romania,,,96.26631927,,,,,,,,,98.20520782,,,
Russian Federation,,,99.22836304,,,,,,,,99.64778137,,,,
Rwanda,59.75033951,,,,,,,,,,61.54861069,,64.66448975,,66.13744354
South Asia,44.93043137,45.71406174,46.96604156,47.83428955,48.86325836,48.05305099,49.33618164,49.87897873,51.68540955,52.70362854,55.72650146,56.83430862,57.46775818,58.45438004,59.4637413
Saudi Arabia,69.2911911,,,,76.3351593,,,,,,,,,91.36924744,
Sudan,52.14640045,,,,,,,,46.69963074,,,,,,
Senegal,,,29.24733925,,,,32.98757935,,,37.42441177,,40.25495148,,33.76036072,
Singapore,88.64517975,,,,,,,,,,93.77481079,94.06833649,94.35958862,94.64186859,94.91132355
Solomon Islands,,,,,,,,,,69,,,,,
Sierra Leone,,,,,24.15892982,,,,,,,,,24.85667992,
El Salvador,,,,,,,81.00382233,79.66213226,81.35949707,81.81794739,82.30802155,83.01564026,,84.67034912,
San Marino,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,
Serbia,,,,94.06828308,,,,,,,,96.74910736,,,
Sub-Saharan Africa (excluding high income),46.72938919,47.75791931,47.79964828,48.55881882,49.86006927,49.11481857,51.5006485,48.39960861,48.75540161,49.43407822,50.18257904,52.11117935,53.41955185,54.39984131,55.23514938
South Sudan,,,,,,,,,19.18638039,,,,,,
Sub-Saharan Africa,46.81653976,47.8430481,47.88446045,48.64146042,49.93925858,49.19551086,51.57551956,48.48125076,48.83784866,49.51454926,50.26076889,52.18458939,53.49328995,54.47018051,55.30461121
Small states,79.72689056,80.15998077,80.82673645,81.43018341,81.77619934,82.25858307,82.11930847,81.70828247,82.5276413,82.0286026,82.20155334,82.72400665,83.00659943,83.28691864,83.62110901
Sao Tome and Principe,,77.94922638,,,,,,,60.0830307,,,,85.4417038,,
Suriname,,,,,87.1974411,,,,93.76537323,,94.00354004,,90.99790955,,
Slovak Republic,,,,,,,,,,,,,,,
Slovenia,,,,,99.59999847,,,,,,,,,,99.59999847
Sweden,,,,,,,,,,,,,,,
Eswatini,80.32875061,,,,,,,,,,82.44754791,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,
Seychelles,,,92.2589798,,,,,,,,94.44898224,,,,
Syrian Arab Republic,,,74.24044037,,73.6265564,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,
Chad,12.7964201,,,,17.98057938,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),86.28343201,86.95793152,87.50932312,88.08001709,88.54862976,89.05335236,89.64807129,91.22245789,91.58068085,92.08618164,92.25179291,92.1261673,92.43216705,92.57099152,93.18202972
Europe & Central Asia (IDA & IBRD countries),95.59467316,95.69486237,95.81220245,95.9107666,96.11144257,96.34163666,96.30185699,96.43717957,96.48773956,97.25991821,97.64746094,97.9776001,98.15653229,98.22493744,98.26679993
Togo,38.45328903,,,,,,44.37662888,,,43.60689926,,47.97739029,,,
Thailand,90.51602173,,,,,91.52957153,,,,,96.42704773,,,92.24916077,
Tajikistan,99.22122955,,,,,,,,,,,,,,99.69999695
Turkmenistan,,,,,,,,,,,,,,,99.59999847
Latin America & the Caribbean (IDA & IBRD countries),87.87819672,87.90538788,88.09088898,88.92299652,88.93424225,89.47379303,89.35533142,90.09912872,90.35530853,90.73538971,90.87828827,91.4522171,91.78366089,91.85848236,92.34439087
Timor-Leste,,30,,,,,,42.5,,,52.95899963,,,,
Middle East & North Africa (IDA & IBRD countries),56.88328171,58.23543167,58.61381149,61.95230865,63.21136856,62.97613144,63.90184021,64.26905823,65.1007309,65.16271973,66.28038788,66.55293274,69.50086975,68.71617126,71.08482361
Tonga,,,,,,,99.0825119,,,,,99.43421936,,,
South Asia (IDA & IBRD),44.93043137,45.71406174,46.96604156,47.83428955,48.86325836,48.05305099,49.33618164,49.87897873,51.68540955,52.70362854,55.72650146,56.83430862,57.46775818,58.45438004,59.4637413
Sub-Saharan Africa (IDA & IBRD countries),46.81653976,47.8430481,47.88446045,48.64146042,49.93925858,49.19551086,51.57551956,48.48125076,48.83784866,49.51454926,50.26076889,52.18458939,53.49328995,54.47018051,55.30461121
Trinidad and Tobago,97.09999847,,,,,,,,,,98.30000305,,,,
Tunisia,,,,,65.34786224,,,68.50937653,69.20937347,,71.08821106,71.729599,72.16065216,,72.22377014
Turkey,,,,,79.58168793,80.5489502,80.38516235,81.26383209,,85.34716034,88.07317352,90.31009674,91.60452271,92.13807678,92.40181732
Tuvalu,,,,,,,,,,,,,,,
Tanzania,,,62.17232132,,,,,,,,60.7526207,,73.34718323,,
Uganda,,,58.90988159,,,,62.07897186,,,,64.59145355,,61.97042847,,
Ukraine,,99.17156982,,,,,,,,,,,99.95819855,,
Upper middle income,87.20796967,87.73795319,88.08583832,88.75512695,89.15791321,89.62979126,89.9879837,91.19091034,91.51101685,91.99861145,92.23368073,92.534729,92.99816132,93.08016968,93.64112091
Uruguay,,,,,,,98.08435822,98.2419281,98.46366119,98.53372192,98.49095154,98.61907959,98.66055298,98.63642883,98.80905151
United States,,,,,,,,,,,,,,,
Uzbekistan,98.13858032,,,,,,,,,,,,,99.9958725,99.9759903
St. Vincent and the Grenadines,,,,,,,,,,,,,,,
"Venezuela, RB",,92.71598053,,,,,,94.92964172,,95.35040283,,95.02887726,,,
British Virgin Islands,,,,,,,,,,,,,,,
